,Year-Rank,Movie,Year,Imdb,Metascore,Votes,Genre,Runtime,Cert,Gross,Director,Stars,n_imdb
127,14,Silkwood,1983,7.2,64,16122.0,"
Biography, Drama, History            ",131 min,-,35615609.0,Mike Nichols,"['Meryl Streep', 'Kurt Russell', 'Cher', 'Craig T. Nelson']",72.0
128,15,Educating Rita,1983,7.2,52,10913.0,"
Comedy, Drama            ",110 min,-,14648076.0,Lewis Gilbert,"['Michael Caine', 'Julie Walters', 'Michael Williams', 'Maureen Lipman']",72.0
129,16,WarGames,1983,7.1,77,80849.0,"
Sci-Fi, Thriller            ",114 min,-,79568000.0,John Badham,"['Matthew Broderick', 'Ally Sheedy', 'John Wood', 'Dabney Coleman']",71.0
130,17,Risky Business,1983,6.8,75,71097.0,"
Comedy, Crime, Drama            ",99 min,-,63500000.0,Paul Brickman,"['Tom Cruise', 'Rebecca De Mornay', 'Joe Pantoliano', 'Richard Masur']",68.0
131,18,The Adventures of Bob & Doug McKenzie: Strange Brew,1983,6.8,50,14240.0,"
Comedy, Crime, Sci-Fi            ",90 min,-,14240.0,Rick Moranis,"['Rick Moranis', 'Dave Thomas', 'Max von Sydow', 'Paul Dooley']",68.0
132,19,Christine,1983,6.7,57,59762.0,"
Horror            ",110 min,A,21200000.0,John Carpenter,"['Keith Gordon', 'John Stockwell', 'Alexandra Paul', 'Robert Prosky']",67.0
133,20,Octopussy,1983,6.6,63,83811.0,"
Action, Adventure, Thriller            ",131 min,-,67900000.0,John Glen,"['Roger Moore', 'Maud Adams', 'Louis Jourdan', 'Kristina Wayborn']",66.0
134,21,Sudden Impact,1983,6.6,52,35742.0,"
Action, Crime, Thriller            ",117 min,-,67642693.0,Clint Eastwood,"['Clint Eastwood', 'Sondra Locke', 'Pat Hingle', 'Bradford Dillman']",66.0
135,22,Twilight Zone: The Movie,1983,6.5,44,29214.0,"
Horror, Sci-Fi            ",101 min,-,29500000.0,Joe Dante,"['Dan Aykroyd', 'Albert Brooks', 'Vic Morrow', 'Doug McGrath']",65.0
136,23,Mr. Mom,1983,6.5,50,18441.0,"
Comedy, Drama            ",91 min,-,64800000.0,Stan Dragoti,"['Michael Keaton', 'Teri Garr', 'Frederick Koehler', 'Taliesin Jaffe']",65.0
137,24,Psycho II,1983,6.4,54,19889.0,"
Crime, Horror, Mystery            ",113 min,-,34725000.0,Richard Franklin,"['Anthony Perkins', 'Vera Miles', 'Meg Tilly', 'Robert Loggia']",64.0
138,25,Valley Girl,1983,6.4,66,11369.0,"
Comedy, Romance            ",99 min,-,16797122.0,Martha Coolidge,"['Nicolas Cage', 'Deborah Foreman', 'Elizabeth Daily', 'Michael Bowen']",64.0
139,26,Blue Thunder,1983,6.4,66,14271.0,"
Action, Crime, Drama            ",109 min,-,42313354.0,John Badham,"['Roy Scheider', 'Warren Oates', 'Candy Clark', 'Daniel Stern']",64.0
140,27,The Man with Two Brains,1983,6.4,61,21825.0,"
Comedy, Romance, Sci-Fi            ",93 min,-,10100000.0,Carl Reiner,"['Steve Martin', 'Kathleen Turner', 'David Warner', 'Paul Benedict']",64.0
141,28,Sleepaway Camp,1983,6.3,58,20355.0,"
Horror            ",84 min,-,11000000.0,Robert Hiltzik,"['Felissa Rose', 'Jonathan Tiersten', 'Karen Fields', 'Christopher Collet']",63.0
142,29,Never Say Never Again,1983,6.2,68,54331.0,"
Action, Adventure, Thriller            ",134 min,-,55500000.0,Irvin Kershner,"['Sean Connery', 'Kim Basinger', 'Klaus Maria Brandauer', 'Max von Sydow']",62.0
143,30,Flashdance,1983,6.1,39,41297.0,"
Drama, Music, Romance            ",95 min,-,94900000.0,Adrian Lyne,"['Jennifer Beals', 'Michael Nouri', 'Lilia Skala', 'Sunny Johnson']",61.0
144,31,Krull,1983,6.1,45,26691.0,"
Action, Adventure, Fantasy            ",116 min,-,16519460.0,Peter Yates,"['Ken Marshall', 'Lysette Anthony', 'Freddie Jones', 'Francesca Annis']",61.0
145,32,Cujo,1983,6.0,57,32662.0,"
Horror, Thriller            ",93 min,-,21200000.0,Lewis Teague,"['Dee Wallace', 'Daniel Hugh Kelly', 'Danny Pintauro', 'Christopher Stone']",60.0
146,33,All the Right Moves,1983,5.9,62,14053.0,"
Drama, Romance, Sport            ",91 min,-,17233166.0,Michael Chapman,"['Tom Cruise', 'Lea Thompson', 'Craig T. Nelson', 'Charles Cioffi']",59.0
147,34,Superman III,1983,4.9,44,57382.0,"
Action, Comedy, Sci-Fi            ",125 min,-,59950623.0,Richard Lester,"['Christopher Reeve', 'Richard Pryor', 'Margot Kidder', 'Jackie Cooper']",49.0
148,35,Staying Alive,1983,4.5,23,12820.0,"
Drama, Music, Romance            ",93 min,-,64892670.0,Sylvester Stallone,"['John Travolta', 'Cynthia Rhodes', 'Finola Hughes', 'Steve Inwood']",45.0
149,36,Jaws 3-D,1983,3.6,27,33611.0,"
Adventure, Horror, Thriller            ",99 min,-,45517055.0,Joe Alves,"['Dennis Quaid', 'Bess Armstrong', 'Simon MacCorkindale', 'Louis Gossett Jr.']",36.0
150,1,Amadeus,1984,8.3,93,322865.0,"
Biography, Drama, History            ",160 min,R,51973029.0,Milos Forman,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice']",83.0
151,2,Kaze no tani no Naushika,1984,8.1,86,122131.0,"
Animation, Adventure, Fantasy            ",117 min,PG,122131.0,Hayao Miyazaki,"['Sumi Shimamoto', 'Mahito Tsujimura', 'Hisako Kyôda', 'Gorô Naya']",81.0
152,3,The Terminator,1984,8.0,84,700782.0,"
Action, Sci-Fi            ",107 min,-,38400000.0,James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn', 'Paul Winfield']",80.0
153,4,This Is Spinal Tap,1984,8.0,91,116972.0,"
Comedy, Music            ",82 min,-,188751.0,Rob Reiner,"['Rob Reiner', 'Michael McKean', 'Christopher Guest', 'Kimberly Stringer']",80.0
154,5,Ghost Busters,1984,7.8,71,311916.0,"
Action, Comedy, Fantasy            ",105 min,-,238632124.0,Ivan Reitman,"['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis']",78.0
155,6,Blood Simple.,1984,7.7,81,76844.0,"
Crime, Drama, Thriller            ",99 min,-,2150000.0,Joel Coen,"['John Getz', 'Frances McDormand', 'Dan Hedaya', 'M. Emmet Walsh']",77.0
156,7,Indiana Jones and the Temple of Doom,1984,7.6,57,386395.0,"
Action, Adventure            ",118 min,(Banned),179870271.0,Steven Spielberg,"['Harrison Ford', 'Kate Capshaw', 'Jonathan Ke Quan', 'Amrish Puri']",76.0
157,8,Stranger Than Paradise,1984,7.6,86,29649.0,"
Comedy, Drama            ",89 min,-,2436000.0,Jim Jarmusch,"['John Lurie', 'Eszter Balint', 'Richard Edson', 'Cecillia Stark']",76.0
158,9,A Nightmare on Elm Street,1984,7.5,76,176291.0,"
Horror            ",91 min,A,25504513.0,Wes Craven,"['Heather Langenkamp', 'Johnny Depp', 'Robert Englund', 'John Saxon']",75.0
159,10,The Natural,1984,7.5,61,38344.0,"
Drama, Sport            ",138 min,PG,47951979.0,Barry Levinson,"['Robert Redford', 'Robert Duvall', 'Glenn Close', 'Kim Basinger']",75.0
160,11,Broadway Danny Rose,1984,7.5,80,21161.0,"
Comedy            ",84 min,-,10600497.0,Woody Allen,"['Woody Allen', 'Mia Farrow', 'Nick Apollo Forte', 'Sandy Baron']",75.0
161,12,The NeverEnding Story,1984,7.4,46,114585.0,"
Adventure, Drama, Family            ",102 min,-,20158808.0,Wolfgang Petersen,"['Noah Hathaway', 'Barret Oliver', 'Tami Stronach', 'Gerald McRaney']",74.0
162,13,Beverly Hills Cop,1984,7.3,64,143937.0,"
Action, Comedy, Crime            ",105 min,-,234760478.0,Martin Brest,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Lisa Eilbacher']",73.0
163,14,The Karate Kid,1984,7.2,60,152726.0,"
Action, Drama, Family            ",126 min,-,90815558.0,John G. Avildsen,"['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue', 'Martin Kove']",72.0
164,15,Gremlins,1984,7.2,70,168633.0,"
Comedy, Fantasy, Horror            ",106 min,-,148170000.0,Joe Dante,"['Zach Galligan', 'Phoebe Cates', 'Hoyt Axton', 'John Louie']",72.0
165,16,Nineteen Eighty-Four,1984,7.2,67,57855.0,"
Drama, Sci-Fi            ",113 min,-,8400000.0,Michael Radford,"['John Hurt', 'Richard Burton', 'Suzanna Hamilton', 'Cyril Cusack']",72.0
166,17,Top Secret!,1984,7.2,68,52472.0,"
Comedy, Music            ",90 min,-,20500000.0,Jim Abrahams,"['Val Kilmer', 'Lucy Gutteridge', 'Peter Cushing', 'Jeremy Kemp']",72.0
167,18,Sixteen Candles,1984,7.1,61,88337.0,"
Comedy, Romance            ",93 min,A,23686027.0,John Hughes,"['Molly Ringwald', 'Anthony Michael Hall', 'Justin Henry', 'Michael Schoeffling']",71.0
168,19,The Bounty,1984,7.1,62,20869.0,"
Action, Adventure, Drama            ",132 min,-,8600000.0,Roger Donaldson,"['Mel Gibson', 'Anthony Hopkins', 'Laurence Olivier', 'Edward Fox']",71.0
169,20,Starman,1984,7.0,71,37684.0,"
Romance, Sci-Fi            ",115 min,-,28700000.0,John Carpenter,"['Jeff Bridges', 'Karen Allen', 'Charles Martin Smith', 'Richard Jaeckel']",70.0
170,21,Romancing the Stone,1984,6.9,63,73053.0,"
Action, Adventure, Comedy            ",106 min,-,76572238.0,Robert Zemeckis,"['Michael Douglas', 'Kathleen Turner', 'Danny DeVito', 'Zack Norman']",69.0
171,22,Repo Man,1984,6.9,75,29398.0,"
Comedy, Crime, Sci-Fi            ",92 min,-,3569083.0,Alex Cox,"['Harry Dean Stanton', 'Emilio Estevez', 'Tracey Walter', 'Olivia Barash']",69.0
172,23,The Muppets Take Manhattan,1984,6.9,64,17172.0,"
Adventure, Comedy, Drama            ",94 min,-,25534703.0,Frank Oz,"['Jim Henson', 'Frank Oz', 'Dave Goelz', 'Steve Whitmire']",69.0
173,24,Streets of Fire,1984,6.8,59,15155.0,"
Action, Crime, Drama            ",93 min,PG,8089290.0,Walter Hill,"['Michael Paré', 'Diane Lane', 'Rick Moranis', 'Amy Madigan']",68.0
174,25,Body Double,1984,6.8,69,24207.0,"
Mystery, Thriller            ",114 min,-,8801940.0,Brian De Palma,"['Craig Wasson', 'Melanie Griffith', 'Gregg Henry', 'Deborah Shelton']",68.0
175,26,2010,1984,6.8,53,45643.0,"
Adventure, Mystery, Sci-Fi            ",116 min,-,40200000.0,Peter Hyams,"['Roy Scheider', 'John Lithgow', 'Helen Mirren', 'Bob Balaban']",68.0
176,27,Police Academy,1984,6.7,41,99997.0,"
Comedy            ",96 min,-,81198894.0,Hugh Wilson,"['Steve Guttenberg', 'G.W. Bailey', 'Kim Cattrall', 'Bubba Smith']",67.0
177,28,The Last Starfighter,1984,6.7,67,33718.0,"
Action, Adventure, Sci-Fi            ",101 min,-,28733290.0,Nick Castle,"['Lance Guest', 'Robert Preston', 'Kay E. Kuter', 'Dan Mason']",67.0
178,29,Star Trek III: The Search for Spock,1984,6.7,56,66530.0,"
Action, Adventure, Sci-Fi            ",105 min,-,76471046.0,Leonard Nimoy,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']",67.0
179,30,Dune,1984,6.6,40,107901.0,"
Action, Adventure, Sci-Fi            ",137 min,-,30925690.0,David Lynch,"['Kyle MacLachlan', 'Virginia Madsen', 'Francesca Annis', 'Leonardo Cimino']",66.0
180,31,Revenge of the Nerds,1984,6.6,44,44298.0,"
Comedy            ",90 min,-,40900000.0,Jeff Kanew,"['Robert Carradine', 'Anthony Edwards', 'Timothy Busfield', 'Andrew Cassese']",66.0
181,32,Footloose,1984,6.5,42,61045.0,"
Drama, Music, Romance            ",107 min,-,80035402.0,Herbert Ross,"['Kevin Bacon', 'Lori Singer', 'John Lithgow', 'Dianne Wiest']",65.0
182,33,Purple Rain,1984,6.5,55,16995.0,"
Drama, Music, Musical            ",111 min,-,68392977.0,Albert Magnoli,"['Prince', 'Apollonia Kotero', 'Morris Day', 'Olga Karlatos']",65.0
183,34,The Cotton Club,1984,6.5,68,14370.0,"
Crime, Drama, Music            ",127 min,-,25928721.0,Francis Ford Coppola,"['Richard Gere', 'Gregory Hines', 'Diane Lane', 'Lonette McKee']",65.0
184,35,Johnny Dangerously,1984,6.5,54,12137.0,"
Comedy, Crime            ",90 min,-,12137.0,Amy Heckerling,"['Michael Keaton', 'Joe Piscopo', 'Marilu Henner', 'Maureen Stapleton']",65.0
185,36,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6.4,70,20986.0,"
Adventure, Comedy, Romance            ",103 min,-,6254148.0,W.D. Richter,"['Peter Weller', 'John Lithgow', 'Ellen Barkin', 'Jeff Goldblum']",64.0
186,37,Red Dawn,1984,6.4,55,46100.0,"
Action, Drama            ",114 min,-,38376497.0,John Milius,"['Patrick Swayze', 'C. Thomas Howell', 'Lea Thompson', 'Charlie Sheen']",64.0
187,38,Bachelor Party,1984,6.3,56,32046.0,"
Comedy            ",105 min,-,38435947.0,Neal Israel,"['Tom Hanks', 'Tawny Kitaen', 'Adrian Zmed', 'George Grizzard']",63.0
188,1,Back to the Future,1985,8.5,87,885940.0,"
Adventure, Comedy, Sci-Fi            ",116 min,U,210609762.0,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover']",85.0
189,2,Brazil,1985,8.0,88,170394.0,"
Drama, Sci-Fi            ",132 min,R,9929135.0,Terry Gilliam,"['Jonathan Pryce', 'Kim Greist', 'Robert De Niro', 'Katherine Helmond']",80.0
190,3,The Breakfast Club,1985,7.9,62,305065.0,"
Comedy, Drama            ",97 min,A,45875171.0,John Hughes,"['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald', 'Ally Sheedy']",79.0
191,4,The Goonies,1985,7.8,60,207729.0,"
Adventure, Comedy, Family            ",114 min,-,61503218.0,Richard Donner,"['Sean Astin', 'Josh Brolin', 'Jeff Cohen', 'Corey Feldman']",78.0
192,5,The Color Purple,1985,7.8,78,69247.0,"
Drama            ",154 min,-,98467863.0,Steven Spielberg,"['Danny Glover', 'Whoopi Goldberg', 'Oprah Winfrey', 'Margaret Avery']",78.0
193,6,After Hours,1985,7.7,90,47427.0,"
Comedy, Crime, Drama            ",97 min,-,10600000.0,Martin Scorsese,"['Griffin Dunne', 'Rosanna Arquette', 'Verna Bloom', 'Tommy Chong']",77.0
194,7,The Purple Rose of Cairo,1985,7.7,75,41732.0,"
Comedy, Fantasy, Romance            ",82 min,-,10631333.0,Woody Allen,"['Mia Farrow', 'Jeff Daniels', 'Danny Aiello', 'Irving Metzman']",77.0
195,8,The Return of the Living Dead,1985,7.4,66,46273.0,"
Comedy, Horror, Sci-Fi            ",91 min,-,14237000.0,Dan O'Bannon,"['Clu Gulager', 'James Karen', 'Don Calfa', 'Thom Mathews']",74.0
196,9,Witness,1985,7.4,76,75598.0,"
Crime, Drama, Romance            ",112 min,-,68706993.0,Peter Weir,"['Harrison Ford', 'Kelly McGillis', 'Lukas Haas', 'Josef Sommer']",74.0
197,10,A Room with a View,1985,7.4,80,34639.0,"
Drama, Romance            ",117 min,-,20966644.0,James Ivory,"['Maggie Smith', 'Helena Bonham Carter', 'Denholm Elliott', 'Julian Sands']",74.0
198,11,Kiss of the Spider Woman,1985,7.4,80,12485.0,"
Drama            ",120 min,-,17037728.0,Hector Babenco,"['William Hurt', 'Raul Julia', 'Sônia Braga', 'José Lewgoy']",74.0
199,12,Clue,1985,7.3,36,66591.0,"
Comedy, Crime, Mystery            ",94 min,-,14643997.0,Jonathan Lynn,"['Eileen Brennan', 'Tim Curry', 'Madeline Kahn', 'Christopher Lloyd']",73.0
200,13,Pale Rider,1985,7.3,61,45732.0,"
Western            ",115 min,-,41410568.0,Clint Eastwood,"['Clint Eastwood', 'Michael Moriarty', 'Carrie Snodgress', 'Sydney Penny']",73.0
201,14,To Live and Die in L.A.,1985,7.3,81,24932.0,"
Action, Crime, Drama            ",116 min,-,17307019.0,William Friedkin,"['William Petersen', 'Willem Dafoe', 'John Pankow', 'Debra Feuer']",73.0
202,15,Mask,1985,7.2,73,23146.0,"
Biography, Drama            ",120 min,-,48230162.0,Peter Bogdanovich,"['Cher', 'Eric Stoltz', 'Sam Elliott', 'Estelle Getty']",72.0
203,16,Silverado,1985,7.2,64,32189.0,"
Action, Crime, Drama            ",133 min,-,33200000.0,Lawrence Kasdan,"['Kevin Kline', 'Scott Glenn', 'Kevin Costner', 'Danny Glover']",72.0
204,17,Better Off Dead...,1985,7.2,51,37559.0,"
Comedy, Romance            ",97 min,-,10297601.0,Savage Steve Holland,"['John Cusack', 'David Ogden Stiers', 'Kim Darby', 'Demian Slade']",72.0
205,18,Day of the Dead,1985,7.2,60,56002.0,"
Horror, Thriller            ",96 min,-,5804262.0,George A. Romero,"['Lori Cardille', 'Terry Alexander', 'Joseph Pilato', 'Jarlath Conroy']",72.0
206,19,Pee-wee's Big Adventure,1985,7.0,47,45392.0,"
Adventure, Comedy, Family            ",91 min,-,40900000.0,Tim Burton,"['Paul Reubens', 'Elizabeth Daily', 'Mark Holton', 'Diane Salinger']",70.0
207,20,Real Genius,1985,7.0,71,27009.0,"
Comedy, Romance, Sci-Fi            ",108 min,-,13000000.0,Martha Coolidge,"['Val Kilmer', 'Gabriel Jarret', 'Michelle Meyrink', 'William Atherton']",70.0
208,21,The Sure Thing,1985,7.0,76,17294.0,"
Comedy, Drama, Romance            ",100 min,-,18135531.0,Rob Reiner,"['John Cusack', 'Daphne Zuniga', 'Anthony Edwards', 'Boyd Gaines']",70.0
209,22,Fletch,1985,6.9,68,42210.0,"
Comedy, Crime, Mystery            ",98 min,-,50612888.0,Michael Ritchie,"['Chevy Chase', 'Joe Don Baker', 'Dana Wheeler-Nicholson', 'Richard Libertini']",69.0
210,23,Phenomena,1985,6.9,57,19385.0,"
Horror, Mystery            ",116 min,-,19385.0,Dario Argento,"['Jennifer Connelly', 'Donald Pleasence', 'Daria Nicolodi', 'Fiore Argento']",69.0
211,24,My Beautiful Laundrette,1985,6.9,75,12413.0,"
Comedy, Drama, Romance            ",97 min,-,2451545.0,Stephen Frears,"['Saeed Jaffrey', 'Roshan Seth', 'Daniel Day-Lewis', 'Richard Graham']",69.0
212,25,Rocky IV,1985,6.8,40,158761.0,"
Drama, Sport            ",91 min,-,127873716.0,Sylvester Stallone,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",68.0
213,26,Return to Oz,1985,6.8,42,21728.0,"
Adventure, Family, Fantasy            ",113 min,-,21728.0,Walter Murch,"['Fairuza Balk', 'Nicol Williamson', 'Jean Marsh', 'Piper Laurie']",68.0
214,27,Commando,1985,6.7,51,128798.0,"
Action, Adventure, Thriller            ",90 min,-,35100000.0,Mark L. Lester,"['Arnold Schwarzenegger', 'Rae Dawn Chong', 'Dan Hedaya', 'Vernon Wells']",67.0
215,28,Cocoon,1985,6.7,65,50658.0,"
Comedy, Drama, Sci-Fi            ",117 min,-,76113124.0,Ron Howard,"['Don Ameche', 'Wilford Brimley', 'Hume Cronyn', 'Brian Dennehy']",67.0
216,29,Weird Science,1985,6.6,46,69342.0,"
Comedy, Romance, Sci-Fi            ",94 min,-,23834048.0,John Hughes,"['Anthony Michael Hall', 'Ilan Mitchell-Smith', 'Kelly LeBrock', 'Bill Paxton']",66.0
217,30,Explorers,1985,6.6,58,17107.0,"
Adventure, Comedy, Family            ",109 min,PG,9873044.0,Joe Dante,"['Ethan Hawke', 'River Phoenix', 'Jason Presson', 'Bradley Gregg']",66.0
218,31,Legend,1985,6.5,30,52791.0,"
Adventure, Fantasy, Romance            ",94 min,-,15502112.0,Ridley Scott,"['Tom Cruise', 'Mia Sara', 'Tim Curry', 'David Bennent']",65.0
219,32,Just One of the Guys,1985,6.5,57,11716.0,"
Comedy, Romance            ",90 min,-,11500000.0,Lisa Gottlieb,"['Joyce Hyser', 'Clayton Rohner', 'Billy Jayne', 'Toni Hudson']",65.0
220,33,The Black Cauldron,1985,6.5,59,26109.0,"
Animation, Action, Adventure            ",80 min,PG,21288692.0,Ted Berman,"['Grant Bardsley', 'Freddie Jones', 'Susan Sheridan', 'Nigel Hawthorne']",65.0
221,34,Rambo: First Blood Part II,1985,6.4,47,133043.0,"
Action, Adventure, Thriller            ",96 min,-,150415432.0,George P. Cosmatos,"['Sylvester Stallone', 'Richard Crenna', 'Charles Napier', 'Steven Berkoff']",64.0
222,35,St. Elmo's Fire,1985,6.4,35,31584.0,"
Drama, Romance            ",110 min,-,37803872.0,Joel Schumacher,"['Demi Moore', 'Rob Lowe', 'Andrew McCarthy', 'Emilio Estevez']",64.0
223,36,Silver Bullet,1985,6.4,26,19879.0,"
Horror            ",95 min,-,5400000.0,Daniel Attias,"['Gary Busey', 'Everett McGill', 'Corey Haim', 'Megan Follows']",64.0
224,1,Aliens,1986,8.4,84,578167.0,"
Action, Adventure, Sci-Fi            ",137 min,A,85160248.0,James Cameron,"['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn', 'Paul Reiser']",84.0
225,2,Stand by Me,1986,8.1,75,322156.0,"
Adventure, Drama            ",89 min,-,52287414.0,Rob Reiner,"['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell""]",81.0
226,3,Platoon,1986,8.1,92,339705.0,"
Drama, War            ",120 min,A,138530565.0,Oliver Stone,"['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe', 'Keith David']",81.0
227,4,Hannah and Her Sisters,1986,7.9,90,59947.0,"
Comedy, Drama            ",107 min,-,40084041.0,Woody Allen,"['Mia Farrow', 'Dianne Wiest', 'Michael Caine', 'Barbara Hershey']",79.0
228,5,Ferris Bueller's Day Off,1986,7.8,61,279306.0,"
Comedy            ",103 min,-,70136369.0,John Hughes,"['Matthew Broderick', 'Alan Ruck', 'Mia Sara', 'Jeffrey Jones']",78.0
229,6,Blue Velvet,1986,7.8,76,156274.0,"
Drama, Mystery, Thriller            ",120 min,-,8551228.0,David Lynch,"['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper', 'Laura Dern']",78.0
230,7,Down by Law,1986,7.8,75,41864.0,"
Comedy, Crime, Drama            ",107 min,-,1436000.0,Jim Jarmusch,"['Tom Waits', 'John Lurie', 'Roberto Benigni', 'Nicoletta Braschi']",78.0
231,8,Hoosiers,1986,7.6,76,38430.0,"
Drama, Sport            ",114 min,-,28607524.0,David Anspaugh,"['Gene Hackman', 'Barbara Hershey', 'Dennis Hopper', 'Sheb Wooley']",76.0
232,9,The Fly,1986,7.5,79,139030.0,"
Drama, Horror, Sci-Fi            ",96 min,-,40456565.0,David Cronenberg,"['Jeff Goldblum', 'Geena Davis', 'John Getz', 'Joy Boushel']",75.0
233,10,Labyrinth,1986,7.4,50,108997.0,"
Adventure, Family, Fantasy            ",101 min,-,12729917.0,Jim Henson,"['David Bowie', 'Jennifer Connelly', 'Toby Froud', 'Shelley Thompson']",74.0
234,11,Big Trouble in Little China,1986,7.3,53,108181.0,"
Action, Adventure, Comedy            ",99 min,-,11100000.0,John Carpenter,"['Kurt Russell', 'Kim Cattrall', 'Dennis Dun', 'James Hong']",73.0
235,12,The Hitcher,1986,7.3,32,38000.0,"
Thriller            ",97 min,-,5844868.0,Robert Harmon,"['Rutger Hauer', 'C. Thomas Howell', 'Jennifer Jason Leigh', 'Jeffrey DeMunn']",73.0
236,13,Star Trek IV: The Voyage Home,1986,7.3,71,70043.0,"
Adventure, Comedy, Sci-Fi            ",119 min,PG,109713132.0,Leonard Nimoy,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']",73.0
237,14,Highlander,1986,7.2,24,109700.0,"
Action, Adventure, Fantasy            ",116 min,R,5900000.0,Russell Mulcahy,"['Christopher Lambert', 'Sean Connery', 'Clancy Brown', 'Roxanne Hart']",72.0
238,15,Manhunter,1986,7.2,75,57373.0,"
Crime, Horror, Mystery            ",120 min,-,8620929.0,Michael Mann,"['William Petersen', 'Kim Greist', 'Joan Allen', 'Brian Cox']",72.0
239,16,Sid and Nancy,1986,7.1,76,26404.0,"
Biography, Drama, Music            ",112 min,-,2826523.0,Alex Cox,"['Gary Oldman', 'Chloe Webb', 'David Hayman', 'Debby Bishop']",71.0
240,17,River's Edge,1986,7.1,73,13654.0,"
Crime, Drama            ",99 min,-,4600000.0,Tim Hunter,"['Crispin Glover', 'Keanu Reeves', 'Ione Skye', 'Daniel Roebuck']",71.0
