,Year-Rank,Movie,Year,Imdb,Metascore,Votes,Genre,Runtime,Cert,Gross,Director,Stars,n_imdb
805,38,The Dish,2000,7.2,74,13974.0,"
Comedy, Drama, History            ",101 min,PG-13,2252970.0,Rob Sitch,"['Sam Neill', 'Billy Mitchell', 'Roz Hammond', 'Christopher-Robin Street']",72.0
806,39,Code inconnu: Récit incomplet de divers voyages,2000,7.2,74,10120.0,"
Drama            ",118 min,-,95242.0,Michael Haneke,"['Juliette Binoche', 'Thierry Neuvic', 'Josef Bierbichler', 'Alexandre Hamidi']",72.0
807,40,Brother,2000,7.2,47,20201.0,"
Crime, Drama, Thriller            ",114 min,R,447750.0,Takeshi Kitano,"['Takeshi Kitano', 'Claude Maki', 'Omar Epps', 'Masaya Katô']",72.0
808,41,Pitch Black,2000,7.1,49,210121.0,"
Horror, Sci-Fi            ",109 min,R,39240659.0,David Twohy,"['Radha Mitchell', 'Cole Hauser', 'Vin Diesel', 'Keith David']",71.0
809,42,My Dog Skip,2000,7.1,61,17987.0,"
Comedy, Drama, Family            ",95 min,PG,34099640.0,Jay Russell,"['Frankie Muniz', 'Kevin Bacon', 'Diane Lane', 'Luke Wilson']",71.0
810,43,Italiensk for begyndere,2000,7.1,77,12062.0,"
Comedy, Drama, Romance            ",112 min,R,4447186.0,Lone Scherfig,"['Anders W. Berthelsen', 'Ann Eleonora Jørgensen', 'Anette Støvelbæk', 'Peter Gantzler']",71.0
811,44,Meet the Parents,2000,7.0,73,286339.0,"
Comedy, Romance            ",108 min,PG-13,166244045.0,Jay Roach,"['Ben Stiller', 'Robert De Niro', 'Teri Polo', 'Blythe Danner']",70.0
812,45,Chicken Run,2000,7.0,88,158226.0,"
Animation, Adventure, Comedy            ",84 min,-,106834564.0,Peter Lord,"['Mel Gibson', 'Julia Sawalha', 'Phil Daniels', 'Lynn Ferguson']",70.0
813,46,Boiler Room,2000,7.0,63,45423.0,"
Crime, Drama, Thriller            ",120 min,R,16938179.0,Ben Younger,"['Giovanni Ribisi', 'Vin Diesel', 'Nia Long', 'Nicky Katt']",70.0
814,47,Pollock,2000,7.0,77,25114.0,"
Biography, Drama            ",122 min,R,8596914.0,Ed Harris,"['Ed Harris', 'Marcia Gay Harden', 'Robert Knott', 'Molly Regan']",70.0
815,48,The Contender,2000,7.0,59,21660.0,"
Drama, Thriller            ",126 min,R,17872723.0,Rod Lurie,"['Joan Allen', 'Gary Oldman', 'Jeff Bridges', 'Christian Slater']",70.0
816,49,Tigerland,2000,7.0,55,35684.0,"
Drama, War            ",101 min,R,139692.0,Joel Schumacher,"['Colin Farrell', 'Matthew Davis', 'Clifton Collins Jr.', 'Tom Guiry']",70.0
817,50,The Road to El Dorado,2000,6.9,51,71585.0,"
Animation, Adventure, Comedy            ",89 min,PG,50863742.0,Bibo Bergeron,"['Kevin Kline', 'Kenneth Branagh', 'Rosie Perez', 'Armand Assante']",69.0
818,1,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1442348.0,"
Adventure, Drama, Fantasy            ",178 min,PG-13,315544750.0,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Orlando Bloom', 'Sean Bean']",88.0
819,2,Sen to Chihiro no kamikakushi,2001,8.6,96,525789.0,"
Animation, Adventure, Family            ",125 min,PG,10055859.0,Hayao Miyazaki,"['Daveigh Chase', 'Suzanne Pleshette', 'Miyu Irino', 'Rumi Hiiragi']",86.0
820,3,Amélie,2001,8.3,69,628147.0,"
Comedy, Romance            ",122 min,R,33225499.0,Jean-Pierre Jeunet,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta']",83.0
821,4,A Beautiful Mind,2001,8.2,72,737551.0,"
Biography, Drama            ",135 min,PG-13,170742341.0,Ron Howard,"['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Christopher Plummer']",82.0
822,5,Donnie Darko,2001,8.1,88,676132.0,"
Drama, Sci-Fi, Thriller            ",113 min,R,1480006.0,Richard Kelly,"['Jake Gyllenhaal', 'Jena Malone', 'Mary McDonnell', 'Holmes Osborne']",81.0
823,6,"Monsters, Inc.",2001,8.1,78,705147.0,"
Animation, Adventure, Comedy            ",92 min,G,289916256.0,Pete Docter,"['Billy Crystal', 'John Goodman', 'Mary Gibbs', 'Steve Buscemi']",81.0
824,7,Lagaan: Once Upon a Time in India,2001,8.1,84,88932.0,"
Adventure, Drama, Musical            ",224 min,PG,70147.0,Ashutosh Gowariker,"['Aamir Khan', 'Raghuvir Yadav', 'Gracy Singh', 'Rachel Shelley']",81.0
825,8,Mulholland Dr.,2001,8.0,83,280332.0,"
Drama, Mystery, Thriller            ",147 min,R,7220243.0,David Lynch,"['Naomi Watts', 'Laura Harring', 'Justin Theroux', 'Jeanne Bates']",80.0
826,9,No Man's Land,2001,8.0,84,41105.0,"
Drama, War            ",98 min,R,1059830.0,Danis Tanovic,"['Branko Djuric', 'Rene Bitorajac', 'Filip Sovagovic', 'Georges Siatidis']",80.0
827,10,Shrek,2001,7.9,84,536111.0,"
Animation, Adventure, Comedy            ",90 min,PG,267665011.0,Andrew Adamson,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow']",79.0
828,11,Cowboy Bebop: Tengoku no tobira,2001,7.9,61,37442.0,"
Animation, Action, Crime            ",115 min,-,1000045.0,Shin'ichirô Watanabe,"['Beau Billingslea', 'Melissa Fahn', 'Nicholas Guest', 'Kôichi Yamadera']",79.0
829,12,Sennen joyû,2001,7.9,70,18509.0,"
Animation, Drama, Fantasy            ",87 min,PG,37285.0,Satoshi Kon,"['Miyoko Shôji', 'Shôzô Îzuka', 'Mami Koyama', 'Fumiko Orikasa']",79.0
830,13,Ocean's Eleven,2001,7.8,74,459991.0,"
Crime, Thriller            ",116 min,UA,183417150.0,Steven Soderbergh,"['George Clooney', 'Brad Pitt', 'Julia Roberts', 'Matt Damon']",78.0
831,14,Waking Life,2001,7.8,82,55591.0,"
Animation, Drama, Fantasy            ",99 min,R,2892011.0,Richard Linklater,"['Ethan Hawke', 'Trevor Jack Brooks', 'Lorelei Linklater', 'Wiley Wiggins']",78.0
832,15,Hedwig and the Angry Inch,2001,7.8,85,28779.0,"
Comedy, Drama, Music            ",95 min,R,3029081.0,John Cameron Mitchell,"['John Cameron Mitchell', 'Miriam Shor', 'Stephen Trask', 'Theodore Liscinski']",78.0
833,16,Black Hawk Down,2001,7.7,74,328777.0,"
Drama, History, War            ",144 min,A,108638745.0,Ridley Scott,"['Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore', 'Eric Bana']",77.0
834,17,Training Day,2001,7.7,69,345141.0,"
Crime, Drama, Thriller            ",122 min,R,76631907.0,Antoine Fuqua,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Tom Berenger']",77.0
835,18,Das Experiment,2001,7.7,60,85592.0,"
Drama, Thriller            ",120 min,R,141072.0,Oliver Hirschbiegel,"['Moritz Bleibtreu', 'Christian Berkel', 'Oliver Stokowski', 'Wotan Wilke Möhring']",77.0
836,19,Harry Potter and the Sorcerer's Stone,2001,7.6,64,538467.0,"
Adventure, Family, Fantasy            ",152 min,U,317575550.0,Chris Columbus,"['Daniel Radcliffe', 'Rupert Grint', 'Richard Harris', 'Maggie Smith']",76.0
837,20,The Others,2001,7.6,74,304516.0,"
Horror, Mystery, Thriller            ",101 min,PG-13,96522687.0,Alejandro Amenábar,"['Nicole Kidman', 'Christopher Eccleston', 'Fionnula Flanagan', 'Alakina Mann']",76.0
838,21,Moulin Rouge!,2001,7.6,66,246218.0,"
Drama, Musical, Romance            ",127 min,PG-13,57386607.0,Baz Luhrmann,"['Nicole Kidman', 'Ewan McGregor', 'John Leguizamo', 'Jim Broadbent']",76.0
839,22,Blow,2001,7.6,52,218595.0,"
Biography, Crime, Drama            ",124 min,R,52990775.0,Ted Demme,"['Johnny Depp', 'Penélope Cruz', 'Franka Potente', 'Rachel Griffiths']",76.0
840,23,The Royal Tenenbaums,2001,7.6,76,238236.0,"
Comedy, Drama            ",110 min,R,52364010.0,Wes Anderson,"['Gene Hackman', 'Gwyneth Paltrow', 'Anjelica Huston', 'Ben Stiller']",76.0
841,24,Enemy at the Gates,2001,7.6,53,216823.0,"
Drama, History, War            ",131 min,A,51401758.0,Jean-Jacques Annaud,"['Jude Law', 'Ed Harris', 'Joseph Fiennes', 'Rachel Weisz']",76.0
842,25,I Am Sam,2001,7.6,28,133120.0,"
Drama            ",132 min,PG-13,40311852.0,Jessie Nelson,"['Sean Penn', 'Michelle Pfeiffer', 'Dakota Fanning', 'Dianne Wiest']",76.0
843,26,The Man Who Wasn't There,2001,7.6,73,94826.0,"
Crime, Drama            ",116 min,R,7494849.0,Joel Coen,"['Billy Bob Thornton', 'Frances McDormand', 'Michael Badalucco', 'James Gandolfini']",76.0
844,27,Nirgendwo in Afrika,2001,7.6,72,11495.0,"
Biography, Drama            ",141 min,R,6173485.0,Caroline Link,"['Juliane Köhler', 'Merab Ninidze', 'Matthias Habich', 'Sidede Onyulo']",76.0
845,28,Life as a House,2001,7.5,45,41231.0,"
Drama            ",125 min,R,15652637.0,Irwin Winkler,"['Hayden Christensen', 'Kevin Kline', 'Kristin Scott Thomas', 'Jena Malone']",75.0
846,29,Ghost World,2001,7.4,88,104898.0,"
Comedy, Drama            ",111 min,R,6217849.0,Terry Zwigoff,"['Steve Buscemi', 'Thora Birch', 'Scarlett Johansson', 'Brad Renfro']",74.0
847,30,In the Bedroom,2001,7.4,86,34817.0,"
Crime, Drama            ",130 min,R,35930604.0,Todd Field,"['Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl', 'Marisa Tomei']",74.0
848,31,K-PAX,2001,7.4,49,164029.0,"
Drama, Sci-Fi            ",120 min,PG-13,50338485.0,Iain Softley,"['Kevin Spacey', 'Jeff Bridges', 'Mary McCormack', 'Alfre Woodard']",74.0
849,32,Monsoon Wedding,2001,7.4,77,21618.0,"
Comedy, Drama, Romance            ",114 min,A,13876974.0,Mira Nair,"['Naseeruddin Shah', 'Lillete Dubey', 'Shefali Shah', 'Vijay Raaz']",74.0
850,33,Gosford Park,2001,7.3,90,71438.0,"
Comedy, Drama, Mystery            ",131 min,R,41308615.0,Robert Altman,"['Maggie Smith', 'Ryan Phillippe', 'Michael Gambon', 'Kristin Scott Thomas']",73.0
851,34,Frailty,2001,7.3,64,69105.0,"
Crime, Drama, Thriller            ",100 min,R,13103828.0,Bill Paxton,"['Bill Paxton', 'Matthew McConaughey', 'Powers Boothe', ""Matt O'Leary""]",73.0
852,35,Tape,2001,7.3,71,17286.0,"
Drama            ",86 min,R,490475.0,Richard Linklater,"['Ethan Hawke', 'Robert Sean Leonard', 'Uma Thurman']",73.0
853,36,Metoroporisu,2001,7.3,75,18581.0,"
Animation, Adventure, Drama            ",108 min,PG-13,636830.0,Rintaro,"['Toshio Furukawa', 'Scott Weinger', 'Yuka Imoto', 'Kei Kobayashi']",73.0
854,37,Lantana,2001,7.3,84,17450.0,"
Drama, Mystery, Romance            ",121 min,R,4460426.0,Ray Lawrence,"['Anthony LaPaglia', 'Geoffrey Rush', 'Rachael Blake', 'Kerry Armstrong']",73.0
855,38,Lucía y el sexo,2001,7.2,65,32335.0,"
Drama, Romance            ",128 min,R,1490177.0,Julio Medem,"['Paz Vega', 'Tristán Ulloa', 'Najwa Nimri', 'Elena Anaya']",72.0
856,39,The Believer,2001,7.2,75,33738.0,"
Drama            ",98 min,R,406035.0,Henry Bean,"['Ryan Gosling', 'Summer Phoenix', 'Peter Meadows', 'Garret Dillahunt']",72.0
857,40,Artificial Intelligence: AI,2001,7.1,65,267731.0,"
Adventure, Drama, Sci-Fi            ",146 min,PG-13,78616689.0,Steven Spielberg,"['Haley Joel Osment', 'Jude Law', ""Frances O'Connor"", 'Sam Robards']",71.0
858,41,Super Troopers,2001,7.1,48,88418.0,"
Comedy, Crime, Mystery            ",100 min,R,18488314.0,Jay Chandrasekhar,"['Jay Chandrasekhar', 'Kevin Heffernan', 'André Vippolis', 'Joey Kern']",71.0
859,42,Spy Game,2001,7.1,63,132112.0,"
Action, Crime, Thriller            ",126 min,R,26871.0,Tony Scott,"['Robert Redford', 'Brad Pitt', 'Catherine McCormack', 'Stephen Dillane']",71.0
860,43,Monster's Ball,2001,7.1,69,77034.0,"
Drama, Romance            ",111 min,R,31252964.0,Marc Forster,"['Billy Bob Thornton', 'Halle Berry', 'Taylor Simpson', 'Gabrielle Witcher']",71.0
861,44,Koroshiya 1,2001,7.1,55,47265.0,"
Action, Comedy, Crime            ",129 min,R,20285.0,Takashi Miike,"['Tadanobu Asano', 'Nao Ohmori', ""Shin'ya Tsukamoto"", 'Paulyn Sun']",71.0
862,45,Iris,2001,7.1,76,15909.0,"
Biography, Drama, Romance            ",91 min,-,1292119.0,Richard Eyre,"['Judi Dench', 'Jim Broadbent', 'Kate Winslet', 'Hugh Bonneville']",71.0
863,46,Bully,2001,7.0,45,31757.0,"
Biography, Crime, Drama            ",108 min,R,1537670.0,Larry Clark,"['Brad Renfro', 'Nick Stahl', 'Bijou Phillips', 'Rachel Miner']",70.0
864,47,Lost and Delirious,2001,7.0,53,18612.0,"
Drama, Romance            ",103 min,R,302365.0,Léa Pool,"['Piper Perabo', 'Jessica Paré', 'Mischa Barton', 'Jackie Burroughs']",70.0
865,1,The Lord of the Rings: The Two Towers,2002,8.7,87,1288699.0,"
Adventure, Drama, Fantasy            ",179 min,PG-13,342551365.0,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Orlando Bloom']",87.0
866,2,The Pianist,2002,8.5,85,607345.0,"
Biography, Drama, Music            ",150 min,R,32572577.0,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Emilia Fox']",85.0
867,3,Catch Me If You Can,2002,8.1,75,677025.0,"
Biography, Crime, Drama            ",141 min,UA,164615351.0,Steven Spielberg,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken', 'Martin Sheen']",81.0
868,4,Mou gaan dou,2002,8.1,75,109049.0,"
Crime, Drama, Mystery            ",101 min,R,169659.0,Wai-Keung Lau,"['Andy Lau', 'Tony Chiu-Wai Leung', 'Anthony Chau-Sang Wong', 'Eric Tsang']",81.0
869,5,The Bourne Identity,2002,7.9,68,462220.0,"
Action, Mystery, Thriller            ",119 min,UA,121661683.0,Doug Liman,"['Franka Potente', 'Matt Damon', 'Chris Cooper', 'Clive Owen']",79.0
870,6,Lilja 4-ever,2002,7.9,82,38940.0,"
Crime, Drama            ",109 min,R,181655.0,Lukas Moodysson,"['Oksana Akinshina', 'Artyom Bogucharskiy', 'Pavel Ponomaryov', 'Lyubov Agapova']",79.0
871,7,The Count of Monte Cristo,2002,7.8,61,116573.0,"
Action, Adventure, Drama            ",131 min,PG-13,54234062.0,Kevin Reynolds,"['Jim Caviezel', 'Guy Pearce', 'Richard Harris', 'James Frain']",78.0
872,8,In America,2002,7.8,76,38540.0,"
Drama            ",105 min,PG-13,15539266.0,Jim Sheridan,"['Paddy Considine', 'Samantha Morton', 'Djimon Hounsou', 'Sarah Bolger']",78.0
873,9,The Magdalene Sisters,2002,7.8,83,24208.0,"
Drama            ",114 min,R,4890878.0,Peter Mullan,"['Eileen Walsh', 'Dorothy Duffy', 'Nora-Jane Noone', 'Anne-Marie Duff']",78.0
874,10,Minority Report,2002,7.7,80,454286.0,"
Action, Adventure, Crime            ",145 min,A,132072926.0,Steven Spielberg,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow']",77.0
875,11,Adaptation.,2002,7.7,83,160967.0,"
Comedy, Drama            ",114 min,R,22245861.0,Spike Jonze,"['Nicolas Cage', 'Meryl Streep', 'Chris Cooper', 'Tilda Swinton']",77.0
876,12,Road to Perdition,2002,7.7,72,222787.0,"
Crime, Drama, Thriller            ",117 min,A,104454762.0,Sam Mendes,"['Tom Hanks', 'Tyler Hoechlin', 'Rob Maxey', 'Liam Aiken']",77.0
877,13,25th Hour,2002,7.7,67,160258.0,"
Drama            ",135 min,R,13060843.0,Spike Lee,"['Edward Norton', 'Barry Pepper', 'Philip Seymour Hoffman', 'Rosario Dawson']",77.0
878,14,Bloody Sunday,2002,7.7,90,21579.0,"
Drama, History, War            ",107 min,R,768045.0,Paul Greengrass,"['James Nesbitt', 'Tim Pigott-Smith', 'Nicholas Farrell', 'Allan Gildea']",77.0
879,15,28 Days Later...,2002,7.6,73,335752.0,"
Drama, Horror, Sci-Fi            ",113 min,A,45064915.0,Danny Boyle,"['Cillian Murphy', 'Naomie Harris', 'Christopher Eccleston', 'Alex Palmer']",76.0
880,16,The Hours,2002,7.6,80,113611.0,"
Drama, Romance            ",110 min,PG-13,41675994.0,Stephen Daldry,"['Meryl Streep', 'Nicole Kidman', 'Julianne Moore', 'Stephen Dillane']",76.0
881,17,Whale Rider,2002,7.6,80,36932.0,"
Drama, Family            ",101 min,PG-13,20779666.0,Niki Caro,"['Keisha Castle-Hughes', 'Rawiri Paratene', 'Vicky Haughton', 'Cliff Curtis']",76.0
882,18,Gangs of New York,2002,7.5,72,359515.0,"
Crime, Drama            ",167 min,A,77812000.0,Martin Scorsese,"['Leonardo DiCaprio', 'Cameron Diaz', 'Daniel Day-Lewis', 'Jim Broadbent']",75.0
883,19,Ice Age,2002,7.5,60,381148.0,"
Animation, Adventure, Comedy            ",81 min,U,176387405.0,Chris Wedge,"['Denis Leary', 'John Leguizamo', 'Ray Romano', 'Goran Visnjic']",75.0
884,20,Equilibrium,2002,7.5,33,288769.0,"
Action, Drama, Sci-Fi            ",107 min,R,1203974.0,Kurt Wimmer,"['Christian Bale', 'Sean Bean', 'Emily Watson', 'Taye Diggs']",75.0
885,21,Rabbit-Proof Fence,2002,7.5,80,25411.0,"
Adventure, Biography, Drama            ",94 min,PG,6165429.0,Phillip Noyce,"['Everlyn Sampi', 'Tianna Sansbury', 'Kenneth Branagh', 'Laura Monaghan']",75.0
886,22,Sweet Sixteen,2002,7.5,86,11884.0,"
Crime, Drama            ",106 min,R,31538.0,Ken Loach,"['Martin Compston', 'Michelle Coulter', 'Annmarie Fulton', 'William Ruane']",75.0
887,23,Harry Potter and the Chamber of Secrets,2002,7.4,63,465313.0,"
Adventure, Family, Fantasy            ",161 min,U,261988482.0,Chris Columbus,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris']",74.0
888,24,Irréversible,2002,7.4,51,101463.0,"
Crime, Drama, Mystery            ",97 min,-,753501.0,Gaspar Noé,"['Monica Bellucci', 'Vincent Cassel', 'Albert Dupontel', 'Jo Prestia']",74.0
889,25,A Walk to Remember,2002,7.4,35,182890.0,"
Drama, Romance            ",101 min,PG,41227069.0,Adam Shankman,"['Mandy Moore', 'Shane West', 'Peter Coyote', 'Daryl Hannah']",74.0
890,26,Frida,2002,7.4,61,71947.0,"
Biography, Drama, Romance            ",123 min,R,25885000.0,Julie Taymor,"['Salma Hayek', 'Alfred Molina', 'Geoffrey Rush', 'Mía Maestro']",74.0
891,27,24 Hour Party People,2002,7.4,85,29607.0,"
Biography, Comedy, Drama            ",117 min,R,1130379.0,Michael Winterbottom,"['Steve Coogan', 'Lennie James', 'John Thomson', 'Paul Popplewell']",74.0
892,28,Far from Heaven,2002,7.4,84,40137.0,"
Drama            ",107 min,PG-13,15854988.0,Todd Haynes,"['Julianne Moore', 'Dennis Quaid', 'Dennis Haysbert', 'Patricia Clarkson']",74.0
893,29,Dirty Pretty Things,2002,7.4,78,37870.0,"
Crime, Drama, Thriller            ",97 min,R,8111360.0,Stephen Frears,"['Chiwetel Ejiofor', 'Audrey Tautou', 'Sophie Okonedo', 'Sergi López']",74.0
894,30,Spider-Man,2002,7.3,73,617451.0,"
Action, Adventure, Sci-Fi            ",121 min,U,403706375.0,Sam Raimi,"['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco']",73.0
895,31,Punch-Drunk Love,2002,7.3,78,127171.0,"
Comedy, Drama, Romance            ",95 min,R,17844216.0,Paul Thomas Anderson,"['Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman', 'Jason Andrews']",73.0
896,32,Antwone Fisher,2002,7.3,62,29652.0,"
Biography, Drama            ",120 min,PG-13,21078145.0,Denzel Washington,"['Denzel Washington', 'Derek Luke', 'Joy Bryant', 'Malcolm David Kelley']",73.0
897,33,L'auberge espagnole,2002,7.3,65,37024.0,"
Comedy, Drama, Romance            ",122 min,R,3895664.0,Cédric Klapisch,"['Romain Duris', 'Judith Godrèche', 'Kelly Reilly', 'Audrey Tautou']",73.0
898,34,Amen.,2002,7.3,57,12280.0,"
Biography, Crime, Drama            ",132 min,-,274299.0,Costa-Gavras,"['Ulrich Tukur', 'Mathieu Kassovitz', 'Ulrich Mühe', 'Michel Duchaussoy']",73.0
899,35,Lilo & Stitch,2002,7.2,73,142366.0,"
Animation, Adventure, Comedy            ",85 min,PG,145794338.0,Dean DeBlois,"['Daveigh Chase', 'Chris Sanders', 'Tia Carrere', 'David Ogden Stiers']",72.0
900,36,Red Dragon,2002,7.2,60,225256.0,"
Crime, Drama, Thriller            ",124 min,A,93149898.0,Brett Ratner,"['Anthony Hopkins', 'Edward Norton', 'Ralph Fiennes', 'Harvey Keitel']",72.0
901,37,Chicago,2002,7.2,82,195065.0,"
Comedy, Crime, Musical            ",113 min,PG-13,170687518.0,Rob Marshall,"['Renée Zellweger', 'Catherine Zeta-Jones', 'Richard Gere', 'Taye Diggs']",72.0
902,38,Insomnia,2002,7.2,78,246830.0,"
Drama, Mystery, Thriller            ",118 min,R,67355513.0,Christopher Nolan,"['Al Pacino', 'Robin Williams', 'Hilary Swank', 'Martin Donovan']",72.0
903,39,We Were Soldiers,2002,7.2,65,117265.0,"
Action, Drama, History            ",138 min,R,78122718.0,Randall Wallace,"['Mel Gibson', 'Madeleine Stowe', 'Greg Kinnear', 'Sam Elliott']",72.0
904,40,About Schmidt,2002,7.2,85,115302.0,"
Comedy, Drama            ",125 min,R,65016287.0,Alexander Payne,"['Jack Nicholson', 'Hope Davis', 'Dermot Mulroney', 'Kathy Bates']",72.0
905,41,White Oleander,2002,7.2,61,27638.0,"
Drama            ",109 min,PG-13,16346122.0,Peter Kosminsky,"['Michelle Pfeiffer', 'Renée Zellweger', 'Robin Wright', 'Alison Lohman']",72.0
906,42,Nicholas Nickleby,2002,7.2,71,10551.0,"
Adventure, Drama, Romance            ",132 min,PG,1587173.0,Douglas McGrath,"['Charlie Hunnam', 'Jamie Bell', 'Christopher Plummer', 'Jim Broadbent']",72.0
907,43,The Salton Sea,2002,7.2,41,28164.0,"
Crime, Drama, Mystery            ",103 min,R,764554.0,D.J. Caruso,"['Val Kilmer', ""Vincent D'Onofrio"", 'Adam Goldberg', 'Luis Guzmán']",72.0
908,44,Narc,2002,7.2,70,36235.0,"
Crime, Drama, Mystery            ",105 min,R,10460089.0,Joe Carnahan,"['Ray Liotta', 'Jason Patric', 'Chi McBride', 'Dan Leis']",72.0
909,45,8 Mile,2002,7.1,77,218991.0,"
Drama, Music            ",110 min,A,116724075.0,Curtis Hanson,"['Eminem', 'Brittany Murphy', 'Kim Basinger', 'Mekhi Phifer']",71.0
910,1,The Lord of the Rings: The Return of the King,2003,8.9,94,1425510.0,"
Action, Adventure, Drama            ",201 min,PG-13,377845905.0,Peter Jackson,"['Elijah Wood', 'Viggo Mortensen', 'Ian McKellen', 'Orlando Bloom']",89.0
911,2,La meglio gioventù,2003,8.5,89,18513.0,"
Drama, Romance            ",366 min,R,254224.0,Marco Tullio Giordana,"['Luigi Lo Cascio', 'Alessio Boni', 'Jasmine Trinca', 'Adriana Asti']",85.0
912,3,Kill Bill: Vol. 1,2003,8.1,69,866314.0,"
Action, Crime, Thriller            ",111 min,R,70099045.0,Quentin Tarantino,"['Uma Thurman', 'David Carradine', 'Daryl Hannah', 'Michael Madsen']",81.0
913,4,Finding Nemo,2003,8.1,90,830033.0,"
Animation, Adventure, Comedy            ",100 min,-,380843261.0,Andrew Stanton,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']",81.0
914,5,Salinui chueok,2003,8.1,82,93665.0,"
Action, Crime, Drama            ",131 min,-,14131.0,Joon-ho Bong,"['Kang-ho Song', 'Sang-kyung Kim', 'Roe-ha Kim', 'Jae-ho Song']",81.0
915,6,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,934261.0,"
Action, Adventure, Fantasy            ",143 min,PG-13,305413918.0,Gore Verbinski,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley']",80.0
916,7,Mystic River,2003,8.0,84,377306.0,"
Crime, Drama, Mystery            ",138 min,A,90135191.0,Clint Eastwood,"['Sean Penn', 'Tim Robbins', 'Kevin Bacon', 'Emmy Rossum']",80.0
917,8,Big Fish,2003,8.0,58,381599.0,"
Adventure, Drama, Fantasy            ",125 min,PG-13,66257002.0,Tim Burton,"['Ewan McGregor', 'Albert Finney', 'Billy Crudup', 'Jessica Lange']",80.0
918,9,Dogville,2003,8.0,60,121603.0,"
Crime, Drama            ",178 min,R,1530386.0,Lars von Trier,"['Nicole Kidman', 'Paul Bettany', 'Lauren Bacall', 'Harriet Andersson']",80.0
919,10,Tôkyô goddofâzâzu,2003,7.9,73,24624.0,"
Animation, Adventure, Comedy            ",93 min,PG-13,128985.0,Satoshi Kon,"['Tôru Emori', 'Yoshiaki Umegaki', 'Aya Okamoto', 'Shôzô Îzuka']",79.0
920,11,Lost in Translation,2003,7.8,89,362950.0,"
Drama            ",102 min,R,44585453.0,Sofia Coppola,"['Bill Murray', 'Scarlett Johansson', 'Giovanni Ribisi', 'Anna Faris']",78.0
921,12,Les triplettes de Belleville,2003,7.8,91,46634.0,"
Animation, Comedy, Drama            ",78 min,PG-13,7002255.0,Sylvain Chomet,"['Michèle Caucheteux', 'Jean-Claude Donda', 'Michel Robin', 'Monica Viegas']",78.0
922,13,The Last Samurai,2003,7.7,55,358458.0,"
Action, Drama, History            ",154 min,R,111110575.0,Edward Zwick,"['Tom Cruise', 'Ken Watanabe', 'Billy Connolly', 'William Atherton']",77.0
923,14,21 Grams,2003,7.7,70,207825.0,"
Crime, Drama, Thriller            ",124 min,R,16248701.0,Alejandro G. Iñárritu,"['Sean Penn', 'Benicio Del Toro', 'Naomi Watts', 'Danny Huston']",77.0
924,15,Good Bye Lenin!,2003,7.7,68,126280.0,"
Comedy, Drama, Romance            ",121 min,R,4064200.0,Wolfgang Becker,"['Daniel Brühl', 'Katrin Saß', 'Chulpan Khamatova', 'Florian Lukas']",77.0
925,16,The Station Agent,2003,7.7,81,62789.0,"
Comedy, Drama            ",89 min,R,5739376.0,Tom McCarthy,"['Peter Dinklage', 'Patricia Clarkson', 'Bobby Cannavale', 'Paul Benjamin']",77.0
926,17,Les invasions barbares,2003,7.7,70,26536.0,"
Comedy, Crime, Drama            ",99 min,R,3432342.0,Denys Arcand,"['Rémy Girard', 'Dorothée Berryman', 'Stéphane Rousseau', 'Marie-Josée Croze']",77.0
927,18,Love Actually,2003,7.6,55,365829.0,"
Comedy, Drama, Romance            ",135 min,R,59696144.0,Richard Curtis,"['Hugh Grant', 'Martine McCutcheon', 'Liam Neeson', 'Laura Linney']",76.0
928,19,The Life of David Gale,2003,7.6,31,99024.0,"
Crime, Drama, Thriller            ",130 min,R,19593740.0,Alan Parker,"['Kevin Spacey', 'Kate Winslet', 'Laura Linney', 'Cleo King']",76.0
929,20,Secondhand Lions,2003,7.6,52,47332.0,"
Comedy, Drama, Family            ",111 min,PG,41407470.0,Tim McCanlies,"['Haley Joel Osment', 'Michael Caine', 'Robert Duvall', 'Kyra Sedgwick']",76.0
