 Year-Rank Movie Year Imdb Metascore Votes Genre Runtime Cert Gross Director Stars
1297 20 "Sherlock Holmes: A Game of Shadows" (2011) 7.5 48 47680 "
Action, Adventure, Crime            " "129 min" UA 186848418.0 "Guy Ritchie" "['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Rachel McAdams']"
1298 21 "Source Code" (2011) 7.5 74 47680 "
Mystery, Romance, Sci-Fi            " "93 min" PG-13 54712227.0 "Duncan Jones" "['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga', 'Jeffrey Wright']"
1299 22 Hugo (2011) 7.5 83 47680 "
Adventure, Drama, Family            " "126 min" U 73864507.0 "Martin Scorsese" "['Asa Butterfield', 'Chloë Grace Moretz', 'Christopher Lee', 'Ben Kingsley']"
1300 23 "We Need to Talk About Kevin" (2011) 7.5 68 47680 "
Drama, Mystery, Thriller            " "112 min" R 1738692.0 "Lynne Ramsay" "['Tilda Swinton', 'John C. Reilly', 'Ezra Miller', 'Jasper Newell']"
1301 24 Medianeras (2011) 7.5 60 47680 "
Comedy, Drama            " "95 min" - 1734.0 "Gustavo Taretto" "['Javier Drolas', 'Miguel Dedovich', 'Pilar López de Ayala', 'Miguel Alvarez']"
1302 25 "Monsieur Lazhar" (2011) 7.5 82 47680 "
Comedy, Drama            " "94 min" PG-13 2009517.0 "Philippe Falardeau" "['Mohamed Fellag', 'Sophie Nélisse', 'Émilien Néron', 'Danielle Proulx']"
1303 26 "Crazy Stupid Love" (2011) 7.4 68 47680 "
Comedy, Drama, Romance            " "118 min" A 84351197.0 "Glenn Ficarra" "['Steve Carell', 'Ryan Gosling', 'Julianne Moore', 'Emma Stone']"
1304 27 "Mission: Impossible - Ghost Protocol" (2011) 7.4 73 47680 "
Action, Adventure, Thriller            " "132 min" UA 209397903.0 "Brad Bird" "['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Paula Patton']"
1305 28 Limitless "(I) (2011)" 7.4 59 47680 "
Mystery, Sci-Fi, Thriller            " "105 min" PG-13 79249455.0 "Neil Burger" "['Bradley Cooper', 'Anna Friel', 'Abbie Cornish', 'Robert De Niro']"
1306 29 "Jane Eyre" (2011) 7.4 76 47680 "
Drama, Romance            " "120 min" UA 11242660.0 "Cary Joji Fukunaga" "['Mia Wasikowska', 'Michael Fassbender', 'Jamie Bell', 'Su Elliot']"
1307 30 "Take Shelter" (2011) 7.4 85 47680 "
Drama, Horror, Thriller            " "121 min" R 1729969.0 "Jeff Nichols" "['Michael Shannon', 'Jessica Chastain', 'Shea Whigham', 'Tova Stewart']"
1308 31 "Café de Flore" (2011) 7.4 53 47680 "
Drama, Romance            " "120 min" - 13228.0 "Jean-Marc Vallée" "['Vanessa Paradis', 'Kevin Parent', 'Hélène Florent', 'Evelyne Brochu']"
1309 32 "Fast Five" (2011) 7.3 66 47680 "
Action, Crime, Thriller            " "130 min" A 209837675.0 "Justin Lin" "['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster']"
1310 33 "The Descendants" (2011) 7.3 84 47680 "
Comedy, Drama            " "115 min" A 82584160.0 "Alexander Payne" "['George Clooney', 'Shailene Woodley', 'Amara Miller', 'Nick Krause']"
1311 34 "The Adventures of Tintin" (2011) 7.3 68 47680 "
Animation, Action, Adventure            " "107 min" U 77591831.0 "Steven Spielberg" "['Jamie Bell', 'Andy Serkis', 'Daniel Craig', 'Simon Pegg']"
1312 35 "The Best Exotic Marigold Hotel" (2011) 7.3 62 47680 "
Comedy, Drama, Romance            " "124 min" UA 46412041.0 "John Madden" "['Judi Dench', 'Bill Nighy', 'Maggie Smith', 'Tom Wilkinson']"
1313 36 "The Lincoln Lawyer" (2011) 7.3 63 47680 "
Crime, Drama, Thriller            " "118 min" R 58009200.0 "Brad Furman" "['Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe', 'William H. Macy']"
1314 37 "The Guard" (2011) 7.3 78 47680 "
Comedy, Crime, Thriller            " "96 min" R 5359774.0 "John Michael McDonagh" "['Brendan Gleeson', 'Don Cheadle', 'Mark Strong', 'Ronan Collins']"
1315 38 Shame (2011) 7.2 72 47680 "
Drama            " "101 min" (Banned) 4000304.0 "Steve McQueen" "['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale', 'Lucy Walters']"
1316 39 "War Horse" (2011) 7.2 72 47680 "
Drama, History, War            " "146 min" U 79884879.0 "Steven Spielberg" "['Jeremy Irvine', 'Emily Watson', 'David Thewlis', 'Benedict Cumberbatch']"
1317 40 Rango (2011) 7.2 75 47680 "
Animation, Adventure, Comedy            " "107 min" PG 123477607.0 "Gore Verbinski" "['Johnny Depp', 'Isla Fisher', 'Timothy Olyphant', 'Abigail Breslin']"
1318 41 Carnage (2011) 7.2 61 47680 "
Comedy, Drama            " "80 min" R 2547047.0 "Roman Polanski" "['Jodie Foster', 'Kate Winslet', 'Christoph Waltz', 'John C. Reilly']"
1319 42 "Kung Fu Panda 2" (2011) 7.2 67 47680 "
Animation, Action, Adventure            " "90 min" PG 165249063.0 "Jennifer Yuh Nelson" "['Jack Black', 'Angelina Jolie', 'Jackie Chan', 'Dustin Hoffman']"
1320 43 "Winnie the Pooh" (2011) 7.2 74 47680 "
Animation, Adventure, Comedy            " "63 min" - 26692846.0 "Stephen J. Anderson" "['Jim Cummings', 'Craig Ferguson', 'John Cleese', 'Bud Luckey']"
1321 44 "God Bless America" (2011) 7.2 56 47680 "
Comedy, Crime, Drama            " "105 min" R 122029.0 "Bobcat Goldthwait" "['Joel Murray', 'Tara Lynne Barr', 'Mackenzie Brooke Smith', 'Melinda Page Hamilton']"
1322 45 "A Better Life" (2011) 7.2 64 47680 "
Drama, Romance            " "98 min" PG-13 1759252.0 "Chris Weitz" "['Demián Bichir', 'José Julián', ""Eddie 'Piolin' Sotelo"", 'Joaquín Cosio']"
1323 46 "Win Win" (2011) 7.2 75 47680 "
Comedy, Drama, Sport            " "106 min" R 10179275.0 "Tom McCarthy" "['Paul Giamatti', 'Amy Ryan', 'Jeffrey Tambor', 'Bobby Cannavale']"
1324 1 "The Dark Knight Rises" (2012) 8.4 78 47680 "
Action, Thriller            " "164 min" UA 448139099.0 "Christopher Nolan" "['Christian Bale', 'Tom Hardy', 'Anne Hathaway', 'Gary Oldman']"
1325 2 "Django Unchained" (2012) 8.4 81 47680 "
Drama, Western            " "165 min" A 162805434.0 "Quentin Tarantino" "['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington']"
1326 3 Jagten (2012) 8.3 77 47680 "
Drama            " "115 min" R 687185.0 "Thomas Vinterberg" "['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm']"
1327 4 "The Avengers" (2012) 8.1 69 47680 "
Action, Adventure, Sci-Fi            " "143 min" UA 623357910.0 "Joss Whedon" "['Robert Downey Jr.', 'Chris Evans', 'Scarlett Johansson', 'Jeremy Renner']"
1328 5 "The Perks of Being a Wallflower" (2012) 8.0 67 47680 "
Drama, Romance            " "102 min" PG-13 17738570.0 "Stephen Chbosky" "['Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Paul Rudd']"
1329 6 "The Hobbit: An Unexpected Journey" (2012) 7.9 58 47680 "
Adventure, Family, Fantasy            " "169 min" UA 303003568.0 "Peter Jackson" "['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis']"
1330 7 "Life of Pi" (2012) 7.9 79 47680 "
Adventure, Drama, Fantasy            " "127 min" U 124987023.0 "Ang Lee" "['Suraj Sharma', 'Irrfan Khan', 'Adil Hussain', 'Tabu']"
1331 8 Amour (2012) 7.9 94 47680 "
Drama, Romance            " "127 min" UA 6739492.0 "Michael Haneke" "['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert', 'Alexandre Tharaud']"
1332 9 Skyfall (2012) 7.8 81 47680 "
Action, Adventure, Thriller            " "143 min" UA 304360277.0 "Sam Mendes" "['Daniel Craig', 'Javier Bardem', 'Naomie Harris', 'Judi Dench']"
1333 10 "Moonrise Kingdom" (2012) 7.8 84 47680 "
Adventure, Comedy, Drama            " "94 min" A 45512466.0 "Wes Anderson" "['Jared Gilman', 'Kara Hayward', 'Bruce Willis', 'Bill Murray']"
1334 11 "The Broken Circle Breakdown" (2012) 7.8 70 47680 "
Drama, Music, Romance            " "111 min" - 175058.0 "Felix Van Groeningen" "['Veerle Baetens', 'Johan Heldenbergh', 'Nell Cattrysse', 'Geert Van Rampelberg']"
1335 12 "Silver Linings Playbook" (2012) 7.7 81 47680 "
Comedy, Drama, Romance            " "122 min" R 132092958.0 "David O. Russell" "['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver']"
1336 13 "Wreck-It Ralph" (2012) 7.7 72 47680 "
Animation, Adventure, Comedy            " "101 min" U 189422889.0 "Rich Moore" "['John C. Reilly', 'Jack McBrayer', 'Jane Lynch', 'Sarah Silverman']"
1337 14 Argo (2012) 7.7 86 47680 "
Biography, Drama, Thriller            " "120 min" A 136025503.0 "Ben Affleck" "['Ben Affleck', 'Bryan Cranston', 'John Goodman', 'Alan Arkin']"
1338 15 "Laurence Anyways" (2012) 7.7 73 47680 "
Drama, Romance            " "168 min" - 14779.0 "Xavier Dolan" "['Melvil Poupaud', 'Emmanuel Schwartz', 'Suzanne Clément', 'Nathalie Baye']"
1339 16 "Les Misérables" (2012) 7.6 63 47680 "
Drama, History, Musical            " "158 min" A 148809770.0 "Tom Hooper" "['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway', 'Amanda Seyfried']"
1340 17 "Lo imposible" (2012) 7.6 73 47680 "
Drama, History, Thriller            " "114 min" UA 19019882.0 "J.A. Bayona" "['Naomi Watts', 'Ewan McGregor', 'Tom Holland', 'Oaklee Pendergast']"
1341 18 "End of Watch" (2012) 7.6 68 47680 "
Action, Crime, Drama            " "109 min" A 41003371.0 "David Ayer" "['Jake Gyllenhaal', 'Michael Peña', 'Anna Kendrick', 'America Ferrera']"
1342 19 "En kongelig affære" (2012) 7.6 73 47680 "
Biography, Drama, History            " "137 min" R 1546761.0 "Nikolaj Arcel" "['Alicia Vikander', 'Mads Mikkelsen', 'Mikkel Boe Følsgaard', 'Trine Dyrholm']"
1343 20 "Cloud Atlas" (2012) 7.5 55 47680 "
Action, Drama, Mystery            " "172 min" A 27108272.0 "Tom Tykwer" "['Tom Hanks', 'Halle Berry', 'Hugh Grant', 'Hugo Weaving']"
1344 21 "De rouille et d'os" (2012) 7.5 73 47680 "
Drama, Romance            " "120 min" R 2061449.0 "Jacques Audiard" "['Marion Cotillard', 'Matthias Schoenaerts', 'Armand Verdure', 'Céline Sallette']"
1345 22 Disconnect "(I) (2012)" 7.5 64 47680 "
Drama, Thriller            " "115 min" R 7435950.0 "Henry Alex Rubin" "['Jason Bateman', 'Jonah Bobo', 'Haley Ramm', 'Hope Davis']"
1346 23 "What Maisie Knew" (2012) 7.5 74 47680 "
Drama            " "99 min" R 1065000.0 "Scott McGehee" "['Julianne Moore', 'Alexander Skarsgård', 'Steve Coogan', 'Joanna Vanderham']"
1347 24 Looper (2012) 7.4 84 47680 "
Action, Crime, Drama            " "113 min" A 66486205.0 "Rian Johnson" "['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt', 'Paul Dano']"
1348 25 "Zero Dark Thirty" (2012) 7.4 95 47680 "
Drama, Thriller            " "157 min" A 95720716.0 "Kathryn Bigelow" "['Jessica Chastain', 'Joel Edgerton', 'Chris Pratt', 'Mark Strong']"
1349 26 Lincoln (2012) 7.4 86 47680 "
Biography, Drama, History            " "150 min" U 182207973.0 "Steven Spielberg" "['Daniel Day-Lewis', 'Sally Field', 'David Strathairn', 'Joseph Gordon-Levitt']"
1350 27 Mud (2012) 7.4 76 47680 "
Drama            " "130 min" UA 21590086.0 "Jeff Nichols" "['Matthew McConaughey', 'Tye Sheridan', 'Jacob Lofland', 'Sam Shepard']"
1351 28 "Frances Ha" (2012) 7.4 82 47680 "
Comedy, Drama, Romance            " "86 min" R 4063238.0 "Noah Baumbach" "['Greta Gerwig', 'Mickey Sumner', 'Adam Driver', 'Michael Zegen']"
1352 29 "Venuto al mondo" (2012) 7.4 34 47680 "
Drama, Romance, War            " "127 min" R 14947.0 "Sergio Castellitto" "['Penélope Cruz', 'Emile Hirsch', 'Adnan Haskovic', 'Saadet Aksoy']"
1353 30 "Oh Boy" (2012) 7.4 63 47680 "
Comedy, Drama            " "86 min" - 146135.0 "Jan Ole Gerster" "['Tom Schilling', 'Katharina Schüttler', 'Justus von Dohnányi', 'Andreas Schröders']"
1354 31 Lawless (2012) 7.3 58 47680 "
Crime, Drama            " "116 min" R 37400127.0 "John Hillcoat" "['Tom Hardy', 'Shia LaBeouf', 'Guy Pearce', 'Jason Clarke']"
1355 32 "The Place Beyond the Pines" (2012) 7.3 68 47680 "
Crime, Drama, Thriller            " "140 min" A 21383298.0 "Derek Cianfrance" "['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes', 'Craig Van Hook']"
1356 33 Flight "(I) (2012)" 7.3 76 47680 "
Drama, Thriller            " "138 min" R 93772375.0 "Robert Zemeckis" "['Denzel Washington', 'Nadine Velazquez', 'Don Cheadle', 'John Goodman']"
1357 34 "Rise of the Guardians" (2012) 7.3 57 47680 "
Animation, Adventure, Family            " "97 min" U 103412758.0 "Peter Ramsey" "['Hugh Jackman', 'Alec Baldwin', 'Isla Fisher', 'Chris Pine']"
1358 35 "Stuck in Love" (2012) 7.3 49 47680 "
Comedy, Drama, Romance            " "97 min" R 78950.0 "Josh Boone" "['Greg Kinnear', 'Jennifer Connelly', 'Lily Collins', 'Nat Wolff']"
1359 36 "Beasts of the Southern Wild" (2012) 7.3 86 47680 "
Adventure, Drama, Fantasy            " "93 min" PG-13 12795746.0 "Benh Zeitlin" "['Quvenzhané Wallis', 'Dwight Henry', 'Levy Easterly', 'Lowell Landes']"
1360 37 Broken "(IV) (2012)" 7.3 53 47680 "
Drama, Romance            " "91 min" - 12231.0 "Rufus Norris" "['Charlie Booty', 'Lily James', 'Tim Roth', 'Eloise Laurence']"
1361 38 Talaash (2012) 7.3 65 47680 "
Crime, Drama, Mystery            " "140 min" UA 2706375.0 "Reema Kagti" "['Aamir Khan', 'Kareena Kapoor', 'Rani Mukerji', 'Nawazuddin Siddiqui']"
1362 39 "The Hunger Games" (2012) 7.2 68 47680 "
Adventure, Sci-Fi, Thriller            " "142 min" UA 408010692.0 "Gary Ross" "['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Stanley Tucci']"
1363 40 "Pitch Perfect" (2012) 7.2 66 47680 "
Comedy, Music, Romance            " "112 min" PG-13 65001093.0 "Jason Moore" "['Anna Kendrick', 'Brittany Snow', 'Rebel Wilson', 'Anna Camp']"
1364 41 "21 Jump Street" (2012) 7.2 69 47680 "
Action, Comedy, Crime            " "109 min" R 138447667.0 "Phil Lord" "['Jonah Hill', 'Channing Tatum', 'Ice Cube', 'Brie Larson']"
1365 42 "Seven Psychopaths" (2012) 7.2 66 47680 "
Comedy, Crime            " "110 min" R 15024049.0 "Martin McDonagh" "['Colin Farrell', 'Woody Harrelson', 'Sam Rockwell', 'Christopher Walken']"
1366 43 "Ruby Sparks" (2012) 7.2 67 47680 "
Comedy, Drama, Fantasy            " "104 min" R 2540106.0 "Jonathan Dayton" "['Paul Dano', 'Zoe Kazan', 'Annette Bening', 'Antonio Banderas']"
1367 44 Kon-Tiki (2012) 7.2 62 47680 "
Adventure, History            " "118 min" PG-13 1517410.0 "Joachim Rønning" "['Pål Sverre Hagen', 'Anders Baasmo Christiansen', 'Gustaf Skarsgård', 'Odd-Magnus Williamson']"
1368 45 "Chasing Mavericks" (2012) 7.2 45 47680 "
Biography, Drama, Sport            " "116 min" UA 6002756.0 "Michael Apted" "['Jonny Weston', 'Gerard Butler', 'Elisabeth Shue', 'Abigail Spencer']"
1369 1 "The Wolf of Wall Street" (2013) 8.2 75 47680 "
Biography, Comedy, Crime            " "180 min" A 116900694.0 "Martin Scorsese" "['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey']"
1370 2 Prisoners (2013) 8.1 74 47680 "
Crime, Drama, Mystery            " "153 min" R 61002302.0 "Denis Villeneuve" "['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis', 'Melissa Leo']"
1371 3 "12 Years a Slave" (2013) 8.1 96 47680 "
Biography, Drama, History            " "134 min" A 56671993.0 "Steve McQueen" "['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt']"
1372 4 Rush "(I) (2013)" 8.1 75 47680 "
Action, Biography, Drama            " "123 min" UA 26947624.0 "Ron Howard" "['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde', 'Alexandra Maria Lara']"
1373 5 Her (2013) 8.0 90 47680 "
Drama, Romance, Sci-Fi            " "126 min" A 25568251.0 "Spike Jonze" "['Joaquin Phoenix', 'Amy Adams', 'Scarlett Johansson', 'Rooney Mara']"
1374 6 "Dallas Buyers Club" (2013) 8.0 84 47680 "
Biography, Drama            " "117 min" R 27298285.0 "Jean-Marc Vallée" "['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto', 'Steve Zahn']"
1375 7 "Short Term 12" (2013) 8.0 82 47680 "
Drama            " "96 min" R 1010414.0 "Destin Daniel Cretton" "['Brie Larson', 'Frantz Turner', 'John Gallagher Jr.', 'Kaitlyn Dever']"
1376 8 "The Hobbit: The Desolation of Smaug" (2013) 7.9 66 47680 "
Adventure, Fantasy            " "161 min" UA 258366855.0 "Peter Jackson" "['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Ken Stott']"
1377 9 "Before Midnight" (2013) 7.9 94 47680 "
Drama, Romance            " "109 min" R 8114627.0 "Richard Linklater" "['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick', 'Ariane Labed']"
1378 10 "About Time" "(I) (2013)" 7.8 55 47680 "
Comedy, Drama, Fantasy            " "123 min" R 15322921.0 "Richard Curtis" "['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy', 'Lydia Wilson']"
1379 11 "La vie d'Adèle" (2013) 7.8 88 47680 "
Drama, Romance            " "180 min" NC-17 2199675.0 "Abdellatif Kechiche" "['Léa Seydoux', 'Adèle Exarchopoulos', 'Salim Kechiouche', 'Aurélien Recoing']"
1380 12 "Captain Phillips" (2013) 7.8 83 47680 "
Biography, Drama, Thriller            " "134 min" UA 107100855.0 "Paul Greengrass" "['Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman', 'Catherine Keener']"
1381 13 "La migliore offerta" (2013) 7.8 49 47680 "
Crime, Drama, Mystery            " "131 min" R 85433.0 "Giuseppe Tornatore" "['Geoffrey Rush', 'Jim Sturgess', 'Sylvia Hoeks', 'Donald Sutherland']"
1382 14 Dabba (2013) 7.8 76 47680 "
Drama, Romance            " "104 min" U 4231500.0 "Ritesh Batra" "['Irrfan Khan', 'Nimrat Kaur', 'Nawazuddin Siddiqui', 'Lillete Dubey']"
1383 15 "Star Trek: Into Darkness" (2013) 7.7 72 47680 "
Action, Adventure, Sci-Fi            " "132 min" UA 228778661.0 "J.J. Abrams" "['Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Benedict Cumberbatch']"
1384 16 Gravity (2013) 7.7 96 47680 "
Drama, Sci-Fi, Thriller            " "91 min" UA 274092705.0 "Alfonso Cuarón" "['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen']"
1385 17 Nebraska (2013) 7.7 86 47680 "
Adventure, Comedy, Drama            " "115 min" UA 17654912.0 "Alexander Payne" "['Bruce Dern', 'Will Forte', 'June Squibb', 'Bob Odenkirk']"
1386 18 "The Book Thief" (2013) 7.6 53 47680 "
Drama, War            " "131 min" PG-13 21488481.0 "Brian Percival" "['Sophie Nélisse', 'Geoffrey Rush', 'Emily Watson', 'Ben Schnetzer']"
1387 19 "No se aceptan devoluciones" (2013) 7.6 55 47680 "
Comedy, Drama            " "115 min" PG-13 44467206.0 "Eugenio Derbez" "['Eugenio Derbez', 'Karla Souza', 'Jessica Lindsey', 'Loreto Peralta']"
1388 20 Philomena (2013) 7.6 77 47680 "
Biography, Drama            " "98 min" PG-13 37707719.0 "Stephen Frears" "['Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark', 'Mare Winningham']"
1389 21 "The Conjuring" (2013) 7.5 68 47680 "
Horror, Mystery, Thriller            " "112 min" A 137400141.0 "James Wan" "['Patrick Wilson', 'Vera Farmiga', 'Ron Livingston', 'Lili Taylor']"
1390 22 Frozen "(I) (2013)" 7.5 74 47680 "
Animation, Adventure, Comedy            " "102 min" U 400738009.0 "Chris Buck" "['Kristen Bell', 'Idina Menzel', 'Jonathan Groff', 'Josh Gad']"
1391 23 "The Hunger Games: Catching Fire" (2013) 7.5 76 47680 "
Action, Adventure, Mystery            " "146 min" UA 424668047.0 "Francis Lawrence" "['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Philip Seymour Hoffman']"
1392 24 "Lone Survivor" (2013) 7.5 60 47680 "
Action, Biography, Drama            " "121 min" A 125095601.0 "Peter Berg" "['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch', 'Ben Foster']"
1393 25 "Inside Llewyn Davis" (2013) 7.5 93 47680 "
Drama, Music            " "104 min" R 13235319.0 "Ethan Coen" "['Oscar Isaac', 'Carey Mulligan', 'John Goodman', 'Garrett Hedlund']"
1394 26 "Saving Mr. Banks" (2013) 7.5 65 47680 "
Biography, Comedy, Drama            " "125 min" U 83301580.0 "John Lee Hancock" "['Emma Thompson', 'Tom Hanks', 'Annie Rose Buckley', 'Colin Farrell']"
1395 27 42 (2013) 7.5 62 47680 "
Biography, Drama, Sport            " "128 min" PG-13 95001343.0 "Brian Helgeland" "['Chadwick Boseman', 'T.R. Knight', 'Harrison Ford', 'Nicole Beharie']"
1396 28 "Fruitvale Station" (2013) 7.5 85 47680 "
Biography, Drama, Romance            " "85 min" R 16097842.0 "Ryan Coogler" "['Michael B. Jordan', 'Melonie Diaz', 'Octavia Spencer', 'Kevin Durand']"
1397 29 "Despicable Me 2" (2013) 7.4 62 47680 "
Animation, Adventure, Comedy            " "98 min" U 368061265.0 "Pierre Coffin" "['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt', 'Miranda Cosgrove']"
1398 30 "Begin Again" "(II) (2013)" 7.4 62 47680 "
Comedy, Drama, Music            " "104 min" A 16170632.0 "John Carney" "['Keira Knightley', 'Mark Ruffalo', 'Adam Levine', 'Hailee Steinfeld']"
1399 31 "The Way Way Back" (2013) 7.4 68 47680 "
Comedy, Drama            " "103 min" PG-13 21501098.0 "Nat Faxon" "['Steve Carell', 'Toni Collette', 'Allison Janney', 'AnnaSophia Robb']"
1400 32 Belle (2013) 7.4 64 47680 "
Biography, Drama, Romance            " "100 min" PG 10726630.0 "Amma Asante" "['Gugu Mbatha-Raw', 'Matthew Goode', 'Emily Watson', 'Miranda Richardson']"
1401 33 "Starred Up" (2013) 7.4 81 47680 "
Crime, Drama            " "106 min" - 34100.0 "David Mackenzie" "[""Jack O'Connell"", 'Ben Mendelsohn', 'Rupert Friend', 'Sam Spruell']"
1402 34 "American Hustle" (2013) 7.3 90 47680 "
Crime, Drama            " "138 min" A 150117807.0 "David O. Russell" "['Christian Bale', 'Amy Adams', 'Bradley Cooper', 'Jennifer Lawrence']"
1403 35 "The Great Gatsby" (2013) 7.3 55 47680 "
Drama, Romance            " "143 min" A 144840419.0 "Baz Luhrmann" "['Leonardo DiCaprio', 'Carey Mulligan', 'Joel Edgerton', 'Tobey Maguire']"
